description,description_en,transaction_type,amount_range,tax_rate,debit_account_code,credit_account_code,debit_account_type,credit_account_type,confidence,source
aldress petrol: BILL/2025/07/0055,aldress petrol: BILL/2025/07/0055,other,small,0.0,201002,102014,,,0.95,real_odoo
lamasat style: 6086,lamasat style: 6086,other,small,0.0,201002,102014,,,0.95,real_odoo
orbit commercial est.: 0598,orbit commercial est.: 0598,other,small,0.0,201002,102014,,,0.95,real_odoo
Yasser Mohamed Saleh Al Ali Trading EST: 2488,Yasser Mohamed Saleh Al Ali Trading EST: 2488,other,small,0.0,201002,102014,,,0.95,real_odoo
Tamimi Markets: 101,Tamimi Markets: 101,other,small,0.0,201002,102014,,,0.95,real_odoo
shrooq alkhaleej: 4061,shrooq alkhaleej: 4061,other,small,0.0,201002,102014,,,0.95,real_odoo
quinex: 2568,quinex: 2568,other,small,0.0,201002,102014,,,0.95,real_odoo
Ahmed hussen baqeel: 0677,Ahmed hussen baqeel: 0677,other,small,0.0,201002,102014,,,0.95,real_odoo
Rehab Dubai Trading Company: 7682,Rehab Dubai Trading Company: 7682,other,small,0.0,201002,102014,,,0.95,real_odoo
Rawafie Al Khalij spare parts: 3839,Rawafie Al Khalij spare parts: 3839,other,small,0.0,201002,102014,,,0.95,real_odoo
Articalnqa: 1855,Articalnqa: 1855,other,small,0.0,201002,102014,,,0.95,real_odoo
Juffali technical equipment: 9941,Juffali technical equipment: 9941,other,small,0.0,201002,102014,,,0.95,real_odoo
Salman Zimam Al khaldi trad. group: 6471,Salman Zimam Al khaldi trad. group: 6471,other,small,0.0,201002,102014,,,0.95,real_odoo
GOOGLE CLOUD EMEA LIMITED: 5317262642,GOOGLE CLOUD EMEA LIMITED: 5317262642,other,medium,0.0,201002,102014,,,0.95,real_odoo
MAKEMYTRIP (INDIA) PRIVATE LIMITED: DATE27/07/2025-22,MAKEMYTRIP (INDIA) PRIVATE LIMITED: DATE27/07/2025-22,other,medium,0.0,201002,102014,,,0.95,real_odoo
Tamimi Markets: 0010,Tamimi Markets: 0010,other,small,0.0,201002,102014,,,0.95,real_odoo
khayal  al oud company: 5977,khayal  al oud company: 5977,other,small,0.0,201002,102014,,,0.95,real_odoo
Petroly Naf Station: 212-45643,Petroly Naf Station: 212-45643,other,medium,0.0,201002,102014,,,0.95,real_odoo
Tamimi Markets: 202508051010042519,Tamimi Markets: 202508051010042519,other,small,0.0,201002,102014,,,0.95,real_odoo
Danube Hyper Market: BILL/2025/08/0025,Danube Hyper Market: BILL/2025/08/0025,other,small,0.0,201002,102014,,,0.95,real_odoo
SAMI NASEER AHMEDN.: 6649,SAMI NASEER AHMEDN.: 6649,other,small,0.0,201002,102014,,,0.95,real_odoo
salman ziman al khaldi: 7400,salman ziman al khaldi: 7400,other,small,0.0,201002,102014,,,0.95,real_odoo
Wahb al jazeera trading co.: 2800,Wahb al jazeera trading co.: 2800,other,small,0.0,201002,102014,,,0.95,real_odoo
Articalnqa: 1480,Articalnqa: 1480,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: BILL/2025/06/0026,Manual Payment: BILL/2025/06/0026,other,medium,0.0,201002,102014,,,0.95,real_odoo
unifco fuel: BILL/2025/06/0025,unifco fuel: BILL/2025/06/0025,other,medium,0.0,201002,102014,,,0.95,real_odoo
unifco fuel: 3001,unifco fuel: 3001,other,medium,0.0,201002,102014,,,0.95,real_odoo
unifco fuel: 3000,unifco fuel: 3000,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 5012,Manual Payment: 5012,other,medium,0.0,201002,102014,,,0.95,real_odoo
JARIR BOOKSTORE: 8126,JARIR BOOKSTORE: 8126,other,small,0.0,201002,102014,,,0.95,real_odoo
Tamimi Markets: 202507271010071860,Tamimi Markets: 202507271010071860,other,small,0.0,201002,102014,,,0.95,real_odoo
الفحص الدوري للسيارات: 1863,الفحص الدوري للسيارات: 1863,other,small,0.0,201002,102014,,,0.95,real_odoo
United Ahin car wash: 1863,United Ahin car wash: 1863,other,small,0.0,201002,102014,,,0.95,real_odoo
Ramez Shopping:: 10300177354,Ramez Shopping:: 10300177354,other,small,0.0,201002,105001,,,0.95,real_odoo
Ramez Shopping: 2400,Ramez Shopping: 2400,other,small,0.0,201002,102014,,,0.95,real_odoo
Yes Atlas Travel Tourism: 27/07/2025,Yes Atlas Travel Tourism: 27/07/2025,other,medium,0.0,201002,102014,,,0.95,real_odoo
Yes Atlas Travel Tourism:,Yes Atlas Travel Tourism:,other,medium,0.0,201002,102014,,,0.95,real_odoo
شركة الزيوت الوطنية للتشغيل: 000250000029715,شركة الزيوت الوطنية للتشغيل: 000250000029715,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس: 00149,شركة الدريس: 00149,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة خدمات النفط: 3037376429,شركة خدمات النفط: 3037376429,other,small,0.0,201002,102014,,,0.95,real_odoo
VIP: 527809,VIP: 527809,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس: 184765,شركة الدريس: 184765,other,small,0.0,201002,102014,,,0.95,real_odoo
ستوديوهات و معامل ابوعبدالعزيز: 2025/08/14,ستوديوهات و معامل ابوعبدالعزيز: 2025/08/14,other,small,0.0,201002,102014,,,0.95,real_odoo
United Fuel Company (ENOC): 55041,United Fuel Company (ENOC): 55041,other,small,0.0,201002,102014,,,0.95,real_odoo
United Fuel Company (ENOC): 55032,United Fuel Company (ENOC): 55032,other,large,0.0,201002,102014,,,0.95,real_odoo
United Fuel Company (ENOC): 54928,United Fuel Company (ENOC): 54928,other,large,0.0,201002,102014,,,0.95,real_odoo
United Fuel Company (ENOC): 55814,United Fuel Company (ENOC): 55814,other,large,0.0,201002,102014,,,0.95,real_odoo
United Fuel Company (ENOC): 55425,United Fuel Company (ENOC): 55425,other,large,0.0,201002,102014,,,0.95,real_odoo
United Fuel Company (ENOC): 484783,United Fuel Company (ENOC): 484783,other,large,0.0,201002,102014,,,0.95,real_odoo
United Fuel Company (ENOC): 26/06.2015,United Fuel Company (ENOC): 26/06.2015,other,large,0.0,201002,102014,,,0.95,real_odoo
VIP: 576754,VIP: 576754,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس: 121320,شركة الدريس: 121320,other,large,0.0,201002,102014,,,0.95,real_odoo
United Fuel Company (ENOC): 56185,United Fuel Company (ENOC): 56185,other,large,0.0,201002,102014,,,0.95,real_odoo
مؤسسة القوة الزرقاء لخدمات السيارات: sa-0002232,مؤسسة القوة الزرقاء لخدمات السيارات: sa-0002232,other,small,0.0,201002,102014,,,0.95,real_odoo
VIP: 50.00,VIP: 50.00,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس WINV/25/769444,شركة الدريس WINV/25/769444,other,medium,0.0,201002,102014,,,0.95,real_odoo
Tamimi Markets: 202508231010162989,Tamimi Markets: 202508231010162989,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: BILL/2025/08/0071,Manual Payment: BILL/2025/08/0071,other,small,0.0,201002,105001,,,0.95,real_odoo
Manual Payment: BILL/2025/08/0071,Manual Payment: BILL/2025/08/0071,other,small,0.0,105001,201002,,,0.95,real_odoo
Manual Payment: BILL/2025/08/0071,Manual Payment: BILL/2025/08/0071,other,small,0.0,105001,102014,,,0.95,real_odoo
Manual Payment: BILL/2025/08/0071,Manual Payment: BILL/2025/08/0071,other,small,0.0,201002,102014,,,0.95,real_odoo
BADR AL JAZEERA MEDICAL COMPANY: 717055,BADR AL JAZEERA MEDICAL COMPANY: 717055,other,small,0.0,201002,102014,,,0.95,real_odoo
Mohamed A. Almehri Work Shops Car Services: 000470,Mohamed A. Almehri Work Shops Car Services: 000470,other,small,0.0,201002,102014,,,0.95,real_odoo
Al-Rassam CO. LTD. - Auto: 2788,Al-Rassam CO. LTD. - Auto: 2788,other,medium,0.0,201002,102014,,,0.95,real_odoo
Commercial Vehicle Guide Est.: 1000020,Commercial Vehicle Guide Est.: 1000020,other,small,0.0,201002,102014,,,0.95,real_odoo
Zahra Amir Bin Mahdi: 0603,Zahra Amir Bin Mahdi: 0603,other,small,0.0,201002,102014,,,0.95,real_odoo
SEBEA ALSEBAA COMPANY: 25345,SEBEA ALSEBAA COMPANY: 25345,other,small,0.0,201002,102014,,,0.95,real_odoo
Bahr Al Keta Co.: 38403,Bahr Al Keta Co.: 38403,other,small,0.0,201002,102014,,,0.95,real_odoo
Bahr Al Keta Co.: 38064,Bahr Al Keta Co.: 38064,other,small,0.0,201002,102014,,,0.95,real_odoo
AL FARAJ COMPANY: 0330,AL FARAJ COMPANY: 0330,other,small,0.0,201002,102014,,,0.95,real_odoo
Al Heswah Trading Co. L.L.C: 21928,Al Heswah Trading Co. L.L.C: 21928,other,small,0.0,201002,102014,,,0.95,real_odoo
كبار الفخامة لصيانة السيارات: INV-01075,كبار الفخامة لصيانة السيارات: INV-01075,other,small,0.0,201002,102014,,,0.95,real_odoo
كبار الفخامة لصيانة السيارات: 42808,كبار الفخامة لصيانة السيارات: 42808,other,small,0.0,201002,102014,,,0.95,real_odoo
ADNOC Distribution: 1657882,ADNOC Distribution: 1657882,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 5431,Manual Payment: 5431,other,small,0.0,201002,102014,,,0.95,real_odoo
JARIR BOOKSTORE: 5687,JARIR BOOKSTORE: 5687,other,small,0.0,201002,102014,,,0.95,real_odoo
Ramez Shopping:: 10300177354,Ramez Shopping:: 10300177354,other,small,0.0,105001,201002,,,0.95,real_odoo
Ramez Shopping:: 10300177354,Ramez Shopping:: 10300177354,other,small,0.0,105001,102014,,,0.95,real_odoo
Ramez Shopping:: 10300177354,Ramez Shopping:: 10300177354,other,small,0.0,201002,102014,,,0.95,real_odoo
Zahrat Hassan Al Chef Car Maintenance Workshop: 0906,Zahrat Hassan Al Chef Car Maintenance Workshop: 0906,other,small,0.0,201002,102014,,,0.95,real_odoo
B2 Print/2025/09/0015,B2 Print/2025/09/0015,other,small,0.0,201002,102014,,,0.95,real_odoo
Al-Rassam CO. LTD. - Auto: 2873,Al-Rassam CO. LTD. - Auto: 2873,other,small,0.0,201002,102014,,,0.95,real_odoo
Tamimi Markets/2025/09/0018,Tamimi Markets/2025/09/0018,other,small,0.0,201002,102014,,,0.95,real_odoo
DHL GLOBAL FORWARDIN: 3864851071,DHL GLOBAL FORWARDIN: 3864851071,other,small,0.0,201002,102014,,,0.95,real_odoo
Amazon: 2560480451240,Amazon: 2560480451240,other,small,0.0,201002,102014,,,0.95,real_odoo
HAWRA YOSUF BIN AHMED AL NUJAIDI ELECTRONICS EST.: HNE674,HAWRA YOSUF BIN AHMED AL NUJAIDI ELECTRONICS EST.: HNE674,other,small,0.0,201002,102014,,,0.95,real_odoo
VIP: 529375,VIP: 529375,other,small,0.0,201002,102014,,,0.95,real_odoo
الطيب الماسي: 04843,الطيب الماسي: 04843,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس: WINV/25/990446,شركة الدريس: WINV/25/990446,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: WINV/25/990446,Manual Payment: WINV/25/990446,other,medium,0.0,201002,102014,,,0.95,real_odoo
Reconciliation: DS-25-0026,Reconciliation: DS-25-0026,other,xlarge,0.0,201002,102011,,,0.95,real_odoo
HEAVY EQUIPMENT RENTAL: BILL/2025/10/0012,HEAVY EQUIPMENT RENTAL: BILL/2025/10/0012,other,medium,0.0,201002,102014,,,0.95,real_odoo
فرع المدينة البيضاء لتوزيع الغاز: 932,فرع المدينة البيضاء لتوزيع الغاز: 932,other,small,0.0,201002,102014,,,0.95,real_odoo
Petroly Naf Station: BILL/2025/10/0014,Petroly Naf Station: BILL/2025/10/0014,other,medium,0.0,201002,102014,,,0.95,real_odoo
Al-kawther star : 17707,Al-kawther star : 17707,other,small,0.0,201002,102014,,,0.95,real_odoo
Petroly Naf Station: 54352,Petroly Naf Station: 54352,other,medium,0.0,201002,102014,,,0.95,real_odoo
محطة الشرق: 4268,محطة الشرق: 4268,other,small,0.0,201002,102014,,,0.95,real_odoo
Petroly Naf Station: 53907,Petroly Naf Station: 53907,other,medium,0.0,201002,102014,,,0.95,real_odoo
United Fuel Company (ENOC): 59935,United Fuel Company (ENOC): 59935,other,medium,0.0,201002,102014,,,0.95,real_odoo
Petroly Naf Station: 52764,Petroly Naf Station: 52764,other,medium,0.0,201002,102014,,,0.95,real_odoo
Al rowad advanced trading: BILL/2025/10/0020,Al rowad advanced trading: BILL/2025/10/0020,other,small,0.0,201002,102014,,,0.95,real_odoo
Tamimi Markets: 202510141010094022,Tamimi Markets: 202510141010094022,other,small,0.0,201002,102014,,,0.95,real_odoo
مؤسسة العروبة فود للمواد الغذائية: BILL/2025/10/0029,مؤسسة العروبة فود للمواد الغذائية: BILL/2025/10/0029,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس : WINV/25/1135385,شركة الدريس : WINV/25/1135385,other,medium,0.0,201002,102014,,,0.95,real_odoo
Tamimi Markets: 2735,Tamimi Markets: 2735,other,small,0.0,201002,102014,,,0.95,real_odoo
Fahad Al-Mangour & Partners Trading CO.: 6290,Fahad Al-Mangour & Partners Trading CO.: 6290,other,small,0.0,201002,102014,,,0.95,real_odoo
Abdrab Al Ameer A. Al Haddad Trad. CO.,Abdrab Al Ameer A. Al Haddad Trad. CO.,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 12772,Manual Payment: 12772,other,small,0.0,201002,102014,,,0.95,real_odoo
LOZOJAH: 3928,LOZOJAH: 3928,other,small,0.0,201002,102014,,,0.95,real_odoo
LEOC: 8941,LEOC: 8941,other,small,0.0,201002,102014,,,0.95,real_odoo
Heavy Equipment rental: 0413,Heavy Equipment rental: 0413,other,medium,0.0,201002,102014,,,0.95,real_odoo
Debris Container EstCleaning: 2309,Debris Container EstCleaning: 2309,other,medium,0.0,201002,102014,,,0.95,real_odoo
Nader Ali al zayer: 3607,Nader Ali al zayer: 3607,other,small,0.0,201002,102014,,,0.95,real_odoo
Mr. Hugo Tomas Luzano: INV/2025/00002,Mr. Hugo Tomas Luzano: INV/2025/00002,other,small,0.0,203001,102011,,,0.95,real_odoo
Trading in building materials: 054,Trading in building materials: 054,other,small,0.0,201002,102014,,,0.95,real_odoo
Debris Container Est for Maintenance and Cleaning: 3077,Debris Container Est for Maintenance and Cleaning: 3077,other,small,0.0,201002,102014,,,0.95,real_odoo
Ibrahim A. Al-Fares&Bros. Trading Co.: 6639,Ibrahim A. Al-Fares&Bros. Trading Co.: 6639,other,small,0.0,201002,102014,,,0.95,real_odoo
310493832700003: 9920,310493832700003: 9920,other,small,0.0,201002,102014,,,0.95,real_odoo
STEEL FORCE TRADING COMPANY: 9638,STEEL FORCE TRADING COMPANY: 9638,other,medium,0.0,201002,102014,,,0.95,real_odoo
Dammam cooling: 0215,Dammam cooling: 0215,other,medium,0.0,201002,102014,,,0.95,real_odoo
mubarak house: 200,mubarak house: 200,other,small,0.0,201002,102014,,,0.95,real_odoo
mubarak house: BILL/2026/02/0190,mubarak house: BILL/2026/02/0190,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: Payment,Manual Payment: Payment,other,medium,0.0,201002,105001,,,0.95,real_odoo
Manual Payment: 100,Manual Payment: 100,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 1911,Manual Payment: 1911,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 4077,Manual Payment: 4077,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 4722,Manual Payment: 4722,other,medium,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 5288,Manual Payment: 5288,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: BILL/2026/02/0176,Manual Payment: BILL/2026/02/0176,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: BILL/2026/02/0177,Manual Payment: BILL/2026/02/0177,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 9929,Manual Payment: 9929,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 7350,Manual Payment: 7350,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 0115,Manual Payment: 0115,other,medium,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 23,Manual Payment: 23,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 0537,Manual Payment: 0537,other,medium,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 68,Manual Payment: 68,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 6227,Manual Payment: 6227,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 6011,Manual Payment: 6011,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 1212,Manual Payment: 1212,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 352,Manual Payment: 352,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 3177,Manual Payment: 3177,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 8490,Manual Payment: 8490,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 7646,Manual Payment: 7646,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 3200,Manual Payment: 3200,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 9930,Manual Payment: 9930,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 9300,Manual Payment: 9300,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 2595,Manual Payment: 2595,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 6776,Manual Payment: 6776,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 7838,Manual Payment: 7838,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 7921,Manual Payment: 7921,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 1450,Manual Payment: 1450,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 9834,Manual Payment: 9834,other,medium,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 4723,Manual Payment: 4723,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 4779,Manual Payment: 4779,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 3587,Manual Payment: 3587,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 2161,Manual Payment: 2161,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 0001,Manual Payment: 0001,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 1447,Manual Payment: 1447,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 5932,Manual Payment: 5932,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 3052,Manual Payment: 3052,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 0193,Manual Payment: 0193,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 9904,Manual Payment: 9904,other,medium,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 9886,Manual Payment: 9886,other,medium,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 9310,Manual Payment: 9310,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 3173,Manual Payment: 3173,other,medium,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 9153,Manual Payment: 9153,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 9167,Manual Payment: 9167,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 601,Manual Payment: 601,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 3062,Manual Payment: 3062,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 3106,Manual Payment: 3106,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 2402,Manual Payment: 2402,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 4455,Manual Payment: 4455,other,medium,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 3889,Manual Payment: 3889,other,medium,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 5271,Manual Payment: 5271,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 9799,Manual Payment: 9799,other,medium,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 2005,Manual Payment: 2005,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 1649,Manual Payment: 1649,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 0588,Manual Payment: 0588,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 3575,Manual Payment: 3575,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 5692,Manual Payment: 5692,other,medium,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 5996,Manual Payment: 5996,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 6918,Manual Payment: 6918,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 3491,Manual Payment: 3491,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 2786,Manual Payment: 2786,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 1502,Manual Payment: 1502,other,small,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 0484,Manual Payment: 0484,other,medium,0.0,201002,105002,,,0.95,real_odoo
Manual Payment: 3504,Manual Payment: 3504,other,small,0.0,201002,105002,,,0.95,real_odoo
